,distrito,Nacionales,Extranjeros,nacionales,extranjeros,total,mes
22,madrid,2784134.0,564242.0,2784134,564242,3348376.0,01/10/22
0,arganzuela          ,137143.0,17228.0,137143,17228,154371.0,01/11/22
1,barajas             ,43719.0,5161.0,43719,5161,48880.0,01/11/22
2,carabanchel         ,201767.0,61772.0,201767,61772,263539.0,01/11/22
3,centro              ,102401.0,39004.0,102401,39004,141405.0,01/11/22
4,chamartin           ,129773.0,15857.0,129773,15857,145630.0,01/11/22
5,chamberi            ,120283.0,19091.0,120283,19091,139374.0,01/11/22
6,ciudad_lineal,182377.0,37469.0,182377,37469,219846.0,01/11/22
7,dto. fict.sec.desap.,5.0,0.0,5,0,5.0,01/11/22
8,fuencarral,225221.0,24380.0,225221,24380,249601.0,01/11/22
9,hortaleza           ,174631.0,24510.0,174631,24510,199141.0,01/11/22
10,latina              ,196330.0,45952.0,196330,45952,242282.0,01/11/22
11,moncloa,107723.0,14637.0,107723,14637,122360.0,01/11/22
12,moratalaz           ,82290.0,11156.0,82290,11156,93446.0,01/11/22
13,puente_vallecas,188791.0,53740.0,188791,53740,242531.0,01/11/22
14,retiro              ,107352.0,11287.0,107352,11287,118639.0,01/11/22
15,salamanca           ,122602.0,24453.0,122602,24453,147055.0,01/11/22
16,san:blas,136249.0,25892.0,136249,25892,162141.0,01/11/22
17,tetuan              ,126649.0,34514.0,126649,34514,161163.0,01/11/22
18,usera               ,107271.0,36532.0,107271,36532,143803.0,01/11/22
19,vicalvaro           ,71407.0,11984.0,71407,11984,83391.0,01/11/22
20,villaverde          ,121898.0,37400.0,121898,37400,159298.0,01/11/22
21,villa_vallecas,99381.0,18293.0,99381,18293,117674.0,01/11/22
22,madrid,2785263.0,570312.0,2785263,570312,3355575.0,01/11/22
0,arganzuela          ,136621.0,17111.0,136621,17111,153732.0,01/12/22
1,barajas             ,43591.0,5137.0,43591,5137,48728.0,01/12/22
2,carabanchel         ,201028.0,61320.0,201028,61320,262348.0,01/12/22
3,centro              ,101458.0,38466.0,101458,38466,139924.0,01/12/22
4,chamartin           ,129218.0,15812.0,129218,15812,145030.0,01/12/22
5,chamberi            ,119669.0,18989.0,119669,18989,138658.0,01/12/22
6,ciudad_lineal,182564.0,37399.0,182564,37399,219963.0,01/12/22
7,dto. fict.sec.desap.,5.0,0.0,5,0,5.0,01/12/22
8,fuencarral,224519.0,24234.0,224519,24234,248753.0,01/12/22
9,hortaleza           ,174129.0,24348.0,174129,24348,198477.0,01/12/22
10,latina              ,196054.0,45684.0,196054,45684,241738.0,01/12/22
11,moncloa,107450.0,14574.0,107450,14574,122024.0,01/12/22
12,moratalaz           ,81980.0,11089.0,81980,11089,93069.0,01/12/22
13,puente_vallecas,187900.0,53336.0,187900,53336,241236.0,01/12/22
14,retiro              ,106946.0,11240.0,106946,11240,118186.0,01/12/22
15,salamanca           ,121843.0,24190.0,121843,24190,146033.0,01/12/22
16,san:blas,135626.0,25737.0,135626,25737,161363.0,01/12/22
17,tetuan              ,125989.0,34177.0,125989,34177,160166.0,01/12/22
18,usera               ,106703.0,36096.0,106703,36096,142799.0,01/12/22
19,vicalvaro           ,71508.0,11990.0,71508,11990,83498.0,01/12/22
20,villaverde          ,121514.0,37399.0,121514,37399,158913.0,01/12/22
21,villa_vallecas,99127.0,18265.0,99127,18265,117392.0,01/12/22
22,madrid,2775442.0,566593.0,2775442,566593,3342035.0,01/12/22
