mes,precio_m2,var_mensual,var_trimest,var_anual,zona
01/06/23,"16,6 €/m2","1,70 %","5,50 %","10,40 %",MONCLOA
01/05/23,"16,3 €/m2","1,90 %","6,20 %","8,80 %",MONCLOA
01/04/23,"16,0 €/m2","1,80 %","5,60 %","8,80 %",MONCLOA
01/03/23,"15,7 €/m2","2,40 %","3,50 %","8,80 %",MONCLOA
01/02/23,"15,3 €/m2","1,30 %","-0,40 %","8,00 %",MONCLOA
01/01/23,"15,1 €/m2","-0,20 %","-2,70 %","7,20 %",MONCLOA
01/12/22,"15,2 €/m2","-1,50 %","-2,50 %","8,70 %",MONCLOA
01/11/22,"15,4 €/m2","-1,00 %","-0,60 %","8,30 %",MONCLOA
01/10/22,"15,6 €/m2","0,00 %","1,70 %","8,80 %",MONCLOA
01/09/22,"15,6 €/m2","0,40 %","3,60 %","8,30 %",MONCLOA
01/08/22,"15,5 €/m2","1,30 %","3,50 %","7,70 %",MONCLOA
01/07/22,"15,3 €/m2","1,90 %","4,10 %","8,00 %",MONCLOA
01/06/22,"15,0 €/m2","0,30 %","4,00 %","6,60 %",MONCLOA
01/05/22,"15,0 €/m2","1,80 %","5,40 %","7,50 %",MONCLOA
01/04/22,"14,7 €/m2","1,80 %","4,10 %","5,50 %",MONCLOA
01/03/22,"14,4 €/m2","1,60 %","3,40 %","2,40 %",MONCLOA
01/02/22,"14,2 €/m2","0,60 %","-0,10 %","0,60 %",MONCLOA
01/01/22,"14,1 €/m2","1,20 %","-1,30 %","0,70 %",MONCLOA
01/12/21,"14,0 €/m2","-1,90 %","-2,90 %","-2,40 %",MONCLOA
01/11/21,"14,2 €/m2","-0,60 %","-1,20 %","-2,90 %",MONCLOA
01/10/21,"14,3 €/m2","-0,50 %","1,00 %","-4,20 %",MONCLOA
01/09/21,"14,4 €/m2","-0,10 %","2,10 %","-4,70 %",MONCLOA
01/08/21,"14,4 €/m2","1,60 %","3,40 %","-4,10 %",MONCLOA
01/07/21,"14,2 €/m2","0,60 %","1,70 %","-4,70 %",MONCLOA
01/06/21,"14,1 €/m2","1,20 %","-0,10 %","-4,90 %",MONCLOA
01/05/21,"13,9 €/m2","-0,10 %","-1,40 %","-6,70 %",MONCLOA
01/04/21,"13,9 €/m2","-1,20 %","-0,70 %","-6,40 %",MONCLOA
01/03/21,"14,1 €/m2","-0,10 %","-1,40 %","-3,30 %",MONCLOA
01/02/21,"14,1 €/m2","0,70 %","-3,50 %","-2,30 %",MONCLOA
01/01/21,"14,0 €/m2","-2,00 %","-6,10 %","-2,80 %",MONCLOA
01/12/20,"14,3 €/m2","-2,30 %","-5,20 %","-1,20 %",MONCLOA
01/11/20,"14,6 €/m2","-2,00 %","-2,40 %","-0,30 %",MONCLOA
01/10/20,"14,9 €/m2","-1,00 %","0,50 %","-0,30 %",MONCLOA
01/09/20,"15,1 €/m2","0,50 %","1,80 %","1,60 %",MONCLOA
01/08/20,"15,0 €/m2","0,90 %","0,50 %","0,90 %",MONCLOA
01/07/20,"14,9 €/m2","0,30 %","-0,10 %","1,40 %",MONCLOA
01/06/20,"14,8 €/m2","-0,70 %","1,60 %","1,80 %",MONCLOA
01/05/20,"14,9 €/m2","0,30 %","3,20 %","2,00 %",MONCLOA
01/04/20,"14,9 €/m2","2,00 %","3,20 %","2,30 %",MONCLOA
01/03/20,"14,6 €/m2","0,90 %","0,70 %","0,30 %",MONCLOA
01/02/20,"14,5 €/m2","0,20 %","-1,60 %","-0,80 %",MONCLOA
01/01/20,"14,4 €/m2","-0,40 %","-3,70 %","-1,40 %",MONCLOA
01/12/19,"14,5 €/m2","-1,40 %","-2,50 %","-1,20 %",MONCLOA
01/11/19,"14,7 €/m2","-1,90 %","-1,30 %","1,40 %",MONCLOA
01/10/19,"15,0 €/m2","0,80 %","2,20 %","3,10 %",MONCLOA
01/09/19,"14,9 €/m2","-0,10 %","2,10 %","2,30 %",MONCLOA
01/08/19,"14,9 €/m2","1,50 %","1,70 %","4,10 %",MONCLOA
01/07/19,"14,7 €/m2","0,70 %","0,70 %","5,40 %",MONCLOA
01/06/19,"14,6 €/m2","-0,50 %","0,10 %","5,60 %",MONCLOA
01/05/19,"14,6 €/m2","0,50 %","0,40 %","5,10 %",MONCLOA
01/04/19,"14,6 €/m2","0,10 %","-0,50 %","4,70 %",MONCLOA
01/03/19,"14,5 €/m2","-0,20 %","-0,90 %","7,70 %",MONCLOA
01/02/19,"14,6 €/m2","-0,40 %","0,60 %","9,50 %",MONCLOA
01/01/19,"14,6 €/m2","-0,30 %","0,60 %","10,20 %",MONCLOA
01/12/18,"14,7 €/m2","1,20 %","1,00 %","10,60 %",MONCLOA
01/11/18,"14,5 €/m2","-0,30 %","1,40 %","8,40 %",MONCLOA
01/10/18,"14,5 €/m2","0,10 %","4,40 %","8,10 %",MONCLOA
01/09/18,"14,5 €/m2","1,60 %","5,30 %","9,40 %",MONCLOA
01/08/18,"14,3 €/m2","2,70 %","2,60 %","8,70 %",MONCLOA
01/07/18,"13,9 €/m2","0,90 %","0,10 %","8,50 %",MONCLOA
01/06/18,"13,8 €/m2","-1,00 %","2,20 %","6,90 %",MONCLOA
01/05/18,"13,9 €/m2","0,20 %","4,60 %","7,00 %",MONCLOA
01/04/18,"13,9 €/m2","3,00 %","4,70 %","7,10 %",MONCLOA
01/03/18,"13,5 €/m2","1,40 %","1,80 %","2,90 %",MONCLOA
01/02/18,"13,3 €/m2","0,20 %","-0,40 %","2,50 %",MONCLOA
01/01/18,"13,3 €/m2","0,10 %","-1,20 %","4,40 %",MONCLOA
01/12/17,"13,3 €/m2","-0,80 %","-0,10 %","5,40 %",MONCLOA
01/11/17,"13,4 €/m2","-0,60 %","1,60 %","6,10 %",MONCLOA
01/10/17,"13,4 €/m2","1,20 %","4,80 %","7,00 %",MONCLOA
01/09/17,"13,3 €/m2","1,00 %","2,90 %","6,50 %",MONCLOA
01/08/17,"13,1 €/m2","2,50 %","1,00 %","7,10 %",MONCLOA
01/07/17,"12,8 €/m2","-0,60 %","-1,20 %","3,90 %",MONCLOA
01/06/17,"12,9 €/m2","-0,90 %","-1,60 %","4,90 %",MONCLOA
01/05/17,"13,0 €/m2","0,20 %","0,20 %","8,80 %",MONCLOA
01/04/17,"13,0 €/m2","-1,00 %","2,10 %","10,00 %",MONCLOA
01/03/17,"13,1 €/m2","0,90 %","4,20 %","11,50 %",MONCLOA
01/02/17,"13,0 €/m2","2,20 %","3,20 %","10,90 %",MONCLOA
01/01/17,"12,7 €/m2","1,10 %","1,20 %","7,00 %",MONCLOA
01/12/16,"12,6 €/m2","-0,10 %","0,90 %","4,60 %",MONCLOA
01/11/16,"12,6 €/m2","0,30 %","2,60 %","3,50 %",MONCLOA
01/10/16,"12,6 €/m2","0,70 %","1,80 %","3,30 %",MONCLOA
01/09/16,"12,5 €/m2","1,50 %","1,30 %","3,20 %",MONCLOA
01/08/16,"12,3 €/m2","-0,50 %","2,70 %","2,40 %",MONCLOA
01/07/16,"12,3 €/m2","0,30 %","4,50 %","5,10 %",MONCLOA
01/06/16,"12,3 €/m2","2,90 %","4,60 %","6,90 %",MONCLOA
01/05/16,"12,0 €/m2","1,30 %","2,10 %","4,30 %",MONCLOA
01/04/16,"11,8 €/m2","0,40 %","-0,60 %","2,20 %",MONCLOA
01/03/16,"11,8 €/m2","0,40 %","-2,20 %","3,40 %",MONCLOA
01/02/16,"11,7 €/m2","-1,40 %","-3,70 %","3,90 %",MONCLOA
01/01/16,"11,9 €/m2","-1,20 %","-2,30 %","5,90 %",MONCLOA
01/12/15,"12,0 €/m2","-1,20 %","-0,50 %","6,70 %",MONCLOA
01/11/15,"12,2 €/m2","0,00 %","1,40 %","6,70 %",MONCLOA
01/10/15,"12,2 €/m2","0,60 %","3,50 %","6,10 %",MONCLOA
01/09/15,"12,1 €/m2","0,80 %","5,10 %","6,20 %",MONCLOA
01/08/15,"12,0 €/m2","2,10 %","4,60 %","5,70 %",MONCLOA
01/07/15,"11,7 €/m2","2,10 %","1,70 %","3,50 %",MONCLOA
01/06/15,"11,5 €/m2","0,30 %","1,10 %","3,50 %",MONCLOA
01/05/15,"11,5 €/m2","-0,70 %","1,70 %","3,20 %",MONCLOA
01/04/15,"11,5 €/m2","1,50 %","2,90 %","3,90 %",MONCLOA
01/03/15,"11,4 €/m2","0,90 %","0,90 %","3,80 %",MONCLOA
01/02/15,"11,3 €/m2","0,50 %","-1,10 %","3,90 %",MONCLOA
01/01/15,"11,2 €/m2","-0,50 %","-2,10 %","3,80 %",MONCLOA
01/12/14,"11,3 €/m2","-1,20 %","-0,90 %","5,00 %",MONCLOA
01/11/14,"11,4 €/m2","-0,50 %","0,50 %","4,80 %",MONCLOA
01/10/14,"11,5 €/m2","0,70 %","1,00 %","4,10 %",MONCLOA
01/09/14,"11,4 €/m2","0,20 %","2,30 %","3,20 %",MONCLOA
01/08/14,"11,3 €/m2","0,00 %","2,10 %","3,40 %",MONCLOA
01/07/14,"11,3 €/m2","2,10 %","2,10 %","3,40 %",MONCLOA
01/06/14,"11,1 €/m2","0,00 %","1,30 %","1,20 %",MONCLOA
01/05/14,"11,1 €/m2","0,00 %","2,40 %","1,20 %",MONCLOA
01/04/14,"11,1 €/m2","1,30 %","2,80 %","1,60 %",MONCLOA
01/03/14,"11,0 €/m2","1,00 %","2,10 %","-0,50 %",MONCLOA
01/02/14,"10,9 €/m2","0,40 %","-0,20 %","-2,00 %",MONCLOA
01/01/14,"10,8 €/m2","0,70 %","-1,80 %","-2,60 %",MONCLOA
01/12/13,"10,7 €/m2","-1,30 %","-2,60 %","-4,40 %",MONCLOA
01/11/13,"10,9 €/m2","-1,10 %","-0,90 %","-5,20 %",MONCLOA
01/10/13,"11,0 €/m2","-0,20 %","0,30 %","-4,50 %",MONCLOA
01/09/13,"11,0 €/m2","0,40 %","0,40 %","-4,70 %",MONCLOA
01/08/13,"11,0 €/m2","0,10 %","0,00 %","-5,70 %",MONCLOA
01/07/13,"11,0 €/m2","-0,10 %","0,30 %","-5,80 %",MONCLOA
01/06/13,"11,0 €/m2","0,00 %","-0,30 %","-5,70 %",MONCLOA
01/05/13,"11,0 €/m2","0,40 %","-0,80 %","-6,20 %",MONCLOA
01/04/13,"10,9 €/m2","-0,70 %","-1,40 %","-5,60 %",MONCLOA
01/03/13,"11,0 €/m2","-0,50 %","-1,80 %","-5,10 %",MONCLOA
01/02/13,"11,1 €/m2","-0,20 %","-3,50 %","-4,30 %",MONCLOA
01/01/13,"11,1 €/m2","-1,10 %","-3,70 %","-3,90 %",MONCLOA
01/12/12,"11,2 €/m2","-2,10 %","-3,00 %","-4,10 %",MONCLOA
01/11/12,"11,5 €/m2","-0,40 %","-1,40 %","-4,40 %",MONCLOA
01/10/12,"11,5 €/m2","-0,40 %","-1,10 %","-6,00 %",MONCLOA
01/09/12,"11,6 €/m2","-0,60 %","-0,60 %","-5,60 %",MONCLOA
01/08/12,"11,6 €/m2","-0,10 %","-0,60 %","-5,30 %",MONCLOA
01/07/12,"11,6 €/m2","0,00 %","0,60 %","-5,30 %",MONCLOA
01/06/12,"11,6 €/m2","-0,50 %","0,40 %","-5,20 %",MONCLOA
01/05/12,"11,7 €/m2","1,10 %","1,20 %","-3,70 %",MONCLOA
01/04/12,"11,6 €/m2","-0,20 %","0,30 %","-4,50 %",MONCLOA
01/03/12,"11,6 €/m2","0,30 %","-0,80 %","-6,50 %",MONCLOA
01/06/23,"12,2 €/m2","1,30 %","-0,50 %","7,70 %",MORATALAZ
01/05/23,"12,0 €/m2","-0,90 %","-0,80 %","5,30 %",MORATALAZ
01/04/23,"12,1 €/m2","-1,00 %","0,30 %","8,00 %",MORATALAZ
01/03/23,"12,2 €/m2","1,10 %","2,10 %","9,50 %",MORATALAZ
01/02/23,"12,1 €/m2","0,20 %","1,50 %","9,00 %",MORATALAZ
01/01/23,"12,1 €/m2","0,80 %","0,70 %","9,10 %",MORATALAZ
01/12/22,"12,0 €/m2","0,50 %","-0,50 %","8,30 %",MORATALAZ
01/11/22,"11,9 €/m2","-0,60 %","0,10 %","8,90 %",MORATALAZ
01/10/22,"12,0 €/m2","-0,40 %","5,90 %","10,80 %",MORATALAZ
01/09/22,"12,0 €/m2","1,00 %","6,60 %","11,80 %",MORATALAZ
01/08/22,"11,9 €/m2","5,20 %","4,50 %","8,60 %",MORATALAZ
01/07/22,"11,3 €/m2","0,30 %","1,00 %","1,90 %",MORATALAZ
01/06/22,"11,3 €/m2","-1,00 %","1,10 %","2,90 %",MORATALAZ
01/05/22,"11,4 €/m2","1,70 %","2,70 %","5,40 %",MORATALAZ
01/04/22,"11,2 €/m2","0,40 %","1,30 %","2,80 %",MORATALAZ
01/03/22,"11,2 €/m2","0,60 %","0,90 %","3,30 %",MORATALAZ
01/02/22,"11,1 €/m2","0,30 %","1,40 %","3,20 %",MORATALAZ
01/01/22,"11,1 €/m2","0,00 %","2,30 %","2,50 %",MORATALAZ
01/12/21,"11,1 €/m2","1,10 %","2,80 %","1,50 %",MORATALAZ
01/11/21,"11,0 €/m2","1,20 %","-0,10 %","-3,00 %",MORATALAZ
01/10/21,"10,8 €/m2","0,60 %","-2,60 %","-4,40 %",MORATALAZ
01/09/21,"10,8 €/m2","-1,80 %","-1,90 %","-5,60 %",MORATALAZ
01/08/21,"11,0 €/m2","-1,40 %","1,30 %","-5,30 %",MORATALAZ
01/07/21,"11,1 €/m2","1,30 %","1,90 %","-5,40 %",MORATALAZ
01/06/21,"11,0 €/m2","1,40 %","1,50 %","-7,10 %",MORATALAZ
01/05/21,"10,8 €/m2","-0,80 %","0,60 %","-9,70 %",MORATALAZ
01/04/21,"10,9 €/m2","0,90 %","1,00 %","-10,10 %",MORATALAZ
01/03/21,"10,8 €/m2","0,50 %","-0,80 %","-8,50 %",MORATALAZ
01/02/21,"10,8 €/m2","-0,40 %","-4,70 %","-5,20 %",MORATALAZ
01/01/21,"10,8 €/m2","-0,90 %","-4,60 %","-3,80 %",MORATALAZ
01/12/20,"10,9 €/m2","-3,50 %","-4,40 %","-3,00 %",MORATALAZ
01/11/20,"11,3 €/m2","-0,30 %","-2,50 %","0,20 %",MORATALAZ
01/10/20,"11,3 €/m2","-0,70 %","-3,70 %","1,50 %",MORATALAZ
01/09/20,"11,4 €/m2","-1,60 %","-3,50 %","0,80 %",MORATALAZ
01/08/20,"11,6 €/m2","-1,50 %","-3,40 %","4,50 %",MORATALAZ
01/07/20,"11,8 €/m2","-0,50 %","-3,10 %","6,50 %",MORATALAZ
01/06/20,"11,8 €/m2","-1,40 %","0,00 %","4,10 %",MORATALAZ
01/05/20,"12,0 €/m2","-1,20 %","5,70 %","7,50 %",MORATALAZ
01/04/20,"12,1 €/m2","2,70 %","8,00 %","8,30 %",MORATALAZ
01/03/20,"11,8 €/m2","4,10 %","5,20 %","8,40 %",MORATALAZ
01/02/20,"11,4 €/m2","1,10 %","0,70 %","4,80 %",MORATALAZ
01/01/20,"11,2 €/m2","0,00 %","0,60 %","7,40 %",MORATALAZ
01/12/19,"11,2 €/m2","-0,40 %","-0,70 %","7,00 %",MORATALAZ
01/11/19,"11,3 €/m2","1,00 %","1,60 %","6,50 %",MORATALAZ
01/10/19,"11,2 €/m2","-1,40 %","1,10 %","6,50 %",MORATALAZ
01/09/19,"11,3 €/m2","2,00 %","-0,30 %","6,20 %",MORATALAZ
01/08/19,"11,1 €/m2","0,50 %","-0,60 %","4,00 %",MORATALAZ
01/07/19,"11,0 €/m2","-2,80 %","-1,50 %","4,10 %",MORATALAZ
01/06/19,"11,4 €/m2","1,80 %","4,20 %","5,50 %",MORATALAZ
01/05/19,"11,2 €/m2","-0,50 %","3,10 %","3,60 %",MORATALAZ
01/04/19,"11,2 €/m2","2,80 %","7,20 %","7,80 %",MORATALAZ
01/03/19,"10,9 €/m2","0,70 %","3,80 %","5,60 %",MORATALAZ
01/02/19,"10,8 €/m2","3,60 %","2,20 %","5,70 %",MORATALAZ
01/01/19,"10,5 €/m2","-0,40 %","-0,30 %","2,20 %",MORATALAZ
01/12/18,"10,5 €/m2","-0,80 %","-1,50 %","5,10 %",MORATALAZ
01/11/18,"10,6 €/m2","1,00 %","-0,70 %","6,00 %",MORATALAZ
01/10/18,"10,5 €/m2","-1,60 %","-1,20 %","6,00 %",MORATALAZ
01/09/18,"10,7 €/m2","-0,10 %","-1,00 %","9,90 %",MORATALAZ
01/08/18,"10,7 €/m2","0,50 %","-1,00 %","8,60 %",MORATALAZ
01/07/18,"10,6 €/m2","-1,40 %","2,10 %","9,80 %",MORATALAZ
01/06/18,"10,8 €/m2","-0,10 %","4,20 %","12,30 %",MORATALAZ
01/05/18,"10,8 €/m2","3,70 %","5,20 %","14,20 %",MORATALAZ
01/04/18,"10,4 €/m2","0,70 %","1,60 %","10,90 %",MORATALAZ
01/03/18,"10,3 €/m2","0,80 %","3,40 %","11,10 %",MORATALAZ
01/02/18,"10,2 €/m2","0,10 %","2,50 %","8,90 %",MORATALAZ
01/01/18,"10,2 €/m2","2,40 %","3,40 %","10,30 %",MORATALAZ
01/12/17,"10,0 €/m2","0,00 %","3,00 %","7,00 %",MORATALAZ
01/11/17,"10,0 €/m2","1,00 %","1,70 %","7,70 %",MORATALAZ
01/10/17,"9,9 €/m2","2,00 %","2,40 %","8,60 %",MORATALAZ
01/09/17,"9,7 €/m2","-1,30 %","1,20 %","7,80 %",MORATALAZ
01/08/17,"9,8 €/m2","1,70 %","4,10 %","10,60 %",MORATALAZ
01/07/17,"9,7 €/m2","0,80 %","3,10 %","10,50 %",MORATALAZ
01/06/17,"9,6 €/m2","1,50 %","3,10 %","9,40 %",MORATALAZ
01/05/17,"9,4 €/m2","0,70 %","0,30 %","6,50 %",MORATALAZ
01/04/17,"9,4 €/m2","0,80 %","1,00 %","6,20 %",MORATALAZ
01/03/17,"9,3 €/m2","-1,20 %","-0,50 %","5,40 %",MORATALAZ
01/02/17,"9,4 €/m2","1,40 %","1,40 %","7,30 %",MORATALAZ
01/01/17,"9,3 €/m2","-0,60 %","1,90 %","6,30 %",MORATALAZ
01/12/16,"9,3 €/m2","0,60 %","3,80 %","6,60 %",MORATALAZ
01/11/16,"9,3 €/m2","1,90 %","4,50 %","7,40 %",MORATALAZ
01/10/16,"9,1 €/m2","1,30 %","4,20 %","7,10 %",MORATALAZ
01/09/16,"9,0 €/m2","1,20 %","2,70 %","4,80 %",MORATALAZ
01/08/16,"8,9 €/m2","1,60 %","0,20 %","3,50 %",MORATALAZ
01/07/16,"8,8 €/m2","-0,20 %","-0,80 %","2,50 %",MORATALAZ
01/06/16,"8,8 €/m2","-1,20 %","-0,60 %","3,00 %",MORATALAZ
01/05/16,"8,9 €/m2","0,50 %","1,10 %","2,00 %",MORATALAZ
01/04/16,"8,8 €/m2","0,00 %","1,00 %","-0,40 %",MORATALAZ
01/03/16,"8,8 €/m2","0,60 %","0,60 %","2,40 %",MORATALAZ
01/02/16,"8,8 €/m2","0,40 %","1,50 %","2,00 %",MORATALAZ
01/01/16,"8,7 €/m2","-0,30 %","2,70 %","3,50 %",MORATALAZ
01/12/15,"8,8 €/m2","1,40 %","2,10 %","6,60 %",MORATALAZ
01/11/15,"8,6 €/m2","1,60 %","0,70 %","4,90 %",MORATALAZ
01/10/15,"8,5 €/m2","-0,90 %","-0,30 %","3,10 %",MORATALAZ
01/09/15,"8,6 €/m2","0,00 %","1,00 %","3,90 %",MORATALAZ
01/08/15,"8,6 €/m2","0,60 %","-1,30 %","3,10 %",MORATALAZ
01/07/15,"8,5 €/m2","0,30 %","-3,70 %","2,30 %",MORATALAZ
01/06/15,"8,5 €/m2","-2,20 %","-1,30 %","1,20 %",MORATALAZ
01/05/15,"8,7 €/m2","-1,80 %","1,10 %","4,40 %",MORATALAZ
01/04/15,"8,9 €/m2","2,80 %","5,00 %","8,30 %",MORATALAZ
01/03/15,"8,6 €/m2","0,20 %","4,80 %","6,10 %",MORATALAZ
01/02/15,"8,6 €/m2","2,00 %","4,40 %","7,70 %",MORATALAZ
01/01/15,"8,4 €/m2","2,60 %","2,30 %","5,50 %",MORATALAZ
01/12/14,"8,2 €/m2","-0,20 %","-0,50 %","1,60 %",MORATALAZ
01/11/14,"8,2 €/m2","-0,10 %","-1,00 %","1,40 %",MORATALAZ
01/10/14,"8,3 €/m2","-0,20 %","-1,10 %","0,80 %",MORATALAZ
01/09/14,"8,3 €/m2","-0,80 %","-1,70 %","-0,30 %",MORATALAZ
01/08/14,"8,3 €/m2","-0,20 %","0,00 %","-0,10 %",MORATALAZ
01/07/14,"8,3 €/m2","-0,70 %","2,00 %","-1,40 %",MORATALAZ
01/06/14,"8,4 €/m2","0,90 %","3,50 %","-1,10 %",MORATALAZ
01/05/14,"8,3 €/m2","1,80 %","4,40 %","-2,80 %",MORATALAZ
01/04/14,"8,2 €/m2","0,70 %","2,40 %","-5,40 %",MORATALAZ
01/03/14,"8,1 €/m2","1,80 %","0,40 %","-5,30 %",MORATALAZ
01/02/14,"8,0 €/m2","-0,10 %","-1,80 %","-7,60 %",MORATALAZ
01/01/14,"8,0 €/m2","-1,20 %","-2,30 %","-7,50 %",MORATALAZ
01/12/13,"8,1 €/m2","-0,40 %","-2,40 %","-6,70 %",MORATALAZ
01/11/13,"8,1 €/m2","-0,70 %","-2,50 %","-5,30 %",MORATALAZ
01/10/13,"8,2 €/m2","-1,30 %","-3,30 %","-5,10 %",MORATALAZ
01/09/13,"8,3 €/m2","-0,60 %","-2,50 %","-5,10 %",MORATALAZ
01/08/13,"8,3 €/m2","-1,50 %","-2,80 %","-5,10 %",MORATALAZ
01/07/13,"8,5 €/m2","-0,40 %","-2,10 %","-5,40 %",MORATALAZ
01/06/13,"8,5 €/m2","-0,80 %","-0,90 %","-5,50 %",MORATALAZ
01/05/13,"8,6 €/m2","-0,80 %","-0,80 %","-5,90 %",MORATALAZ
01/04/13,"8,6 €/m2","0,80 %","0,00 %","-6,30 %",MORATALAZ
01/03/13,"8,6 €/m2","-0,70 %","-1,10 %","-7,00 %",MORATALAZ
01/02/13,"8,6 €/m2","0,00 %","0,80 %","-6,30 %",MORATALAZ
01/01/13,"8,6 €/m2","-0,30 %","0,20 %","-6,30 %",MORATALAZ
01/12/12,"8,7 €/m2","1,10 %","-0,70 %","-5,10 %",MORATALAZ
01/11/12,"8,6 €/m2","-0,60 %","-2,30 %","-7,60 %",MORATALAZ
01/10/12,"8,6 €/m2","-1,20 %","-3,50 %","-6,70 %",MORATALAZ
01/09/12,"8,7 €/m2","-0,50 %","-2,90 %","-4,60 %",MORATALAZ
01/08/12,"8,8 €/m2","-1,80 %","-3,60 %","-4,80 %",MORATALAZ
01/07/12,"8,9 €/m2","-0,60 %","-3,10 %","-3,40 %",MORATALAZ
01/06/12,"9,0 €/m2","-1,20 %","-2,50 %","-1,50 %",MORATALAZ
01/05/12,"9,1 €/m2","-1,30 %","-1,30 %","0,20 %",MORATALAZ
01/04/12,"9,2 €/m2","0,00 %","0,00 %","3,20 %",MORATALAZ
01/03/12,"9,2 €/m2","0,00 %","1,00 %","2,60 %",MORATALAZ
01/06/23,"13,6 €/m2","1,50 %","1,70 %","10,90 %",PUENTE VALLECAS
01/05/23,"13,4 €/m2","0,50 %","2,10 %","8,70 %",PUENTE VALLECAS
01/04/23,"13,3 €/m2","-0,40 %","1,60 %","8,00 %",PUENTE VALLECAS
01/03/23,"13,4 €/m2","2,00 %","3,90 %","12,00 %",PUENTE VALLECAS
01/02/23,"13,1 €/m2","0,00 %","3,20 %","9,70 %",PUENTE VALLECAS
01/01/23,"13,1 €/m2","1,90 %","2,20 %","9,40 %",PUENTE VALLECAS
01/12/22,"12,9 €/m2","1,30 %","1,50 %","7,50 %",PUENTE VALLECAS
01/11/22,"12,7 €/m2","-1,00 %","2,10 %","5,50 %",PUENTE VALLECAS
01/10/22,"12,8 €/m2","1,20 %","5,20 %","7,30 %",PUENTE VALLECAS
01/09/22,"12,7 €/m2","1,90 %","3,40 %","9,10 %",PUENTE VALLECAS
01/08/22,"12,5 €/m2","2,00 %","1,00 %","6,80 %",PUENTE VALLECAS
01/07/22,"12,2 €/m2","-0,50 %","-1,10 %","5,20 %",PUENTE VALLECAS
01/06/22,"12,3 €/m2","-0,50 %","2,70 %","6,60 %",PUENTE VALLECAS
01/05/22,"12,3 €/m2","-0,10 %","3,00 %","7,00 %",PUENTE VALLECAS
01/04/22,"12,3 €/m2","3,30 %","2,90 %","5,90 %",PUENTE VALLECAS
01/03/22,"11,9 €/m2","-0,10 %","-0,30 %","2,10 %",PUENTE VALLECAS
01/02/22,"12,0 €/m2","-0,20 %","-0,70 %","2,60 %",PUENTE VALLECAS
01/01/22,"12,0 €/m2","0,10 %","0,20 %","2,80 %",PUENTE VALLECAS
01/12/21,"12,0 €/m2","-0,60 %","3,10 %","0,80 %",PUENTE VALLECAS
01/11/21,"12,1 €/m2","0,60 %","3,40 %","-0,70 %",PUENTE VALLECAS
01/10/21,"12,0 €/m2","3,00 %","3,20 %","-2,50 %",PUENTE VALLECAS
01/09/21,"11,6 €/m2","-0,20 %","1,00 %","-5,40 %",PUENTE VALLECAS
01/08/21,"11,7 €/m2","0,50 %","1,10 %","-5,10 %",PUENTE VALLECAS
01/07/21,"11,6 €/m2","0,70 %","-0,50 %","-6,10 %",PUENTE VALLECAS
01/06/21,"11,5 €/m2","-0,10 %","-1,60 %","-7,50 %",PUENTE VALLECAS
01/05/21,"11,5 €/m2","-1,10 %","-1,20 %","-6,90 %",PUENTE VALLECAS
01/04/21,"11,7 €/m2","-0,40 %","-0,10 %","-5,10 %",PUENTE VALLECAS
01/03/21,"11,7 €/m2","0,30 %","-1,60 %","-6,30 %",PUENTE VALLECAS
01/02/21,"11,7 €/m2","0,00 %","-3,80 %","-6,40 %",PUENTE VALLECAS
01/01/21,"11,7 €/m2","-1,90 %","-5,00 %","-5,60 %",PUENTE VALLECAS
01/12/20,"11,9 €/m2","-2,00 %","-3,30 %","-3,20 %",PUENTE VALLECAS
01/11/20,"12,1 €/m2","-1,20 %","-1,30 %","-1,40 %",PUENTE VALLECAS
01/10/20,"12,3 €/m2","-0,20 %","-0,60 %","0,60 %",PUENTE VALLECAS
01/09/20,"12,3 €/m2","0,10 %","-1,20 %","1,30 %",PUENTE VALLECAS
01/08/20,"12,3 €/m2","-0,50 %","-0,70 %","0,60 %",PUENTE VALLECAS
01/07/20,"12,3 €/m2","-0,70 %","0,50 %","2,00 %",PUENTE VALLECAS
01/06/20,"12,4 €/m2","0,60 %","-0,30 %","4,30 %",PUENTE VALLECAS
01/05/20,"12,4 €/m2","0,70 %","-0,70 %","7,50 %",PUENTE VALLECAS
01/04/20,"12,3 €/m2","-1,60 %","-0,60 %","7,80 %",PUENTE VALLECAS
01/03/20,"12,5 €/m2","0,20 %","1,70 %","8,40 %",PUENTE VALLECAS
01/02/20,"12,5 €/m2","0,80 %","1,20 %","8,70 %",PUENTE VALLECAS
01/01/20,"12,4 €/m2","0,70 %","1,40 %","10,90 %",PUENTE VALLECAS
01/12/19,"12,3 €/m2","-0,20 %","1,20 %","8,00 %",PUENTE VALLECAS
01/11/19,"12,3 €/m2","0,90 %","0,80 %","9,40 %",PUENTE VALLECAS
01/10/19,"12,2 €/m2","0,50 %","0,70 %","10,00 %",PUENTE VALLECAS
01/09/19,"12,1 €/m2","-0,60 %","1,70 %","9,30 %",PUENTE VALLECAS
01/08/19,"12,2 €/m2","0,80 %","6,10 %","9,10 %",PUENTE VALLECAS
01/07/19,"12,1 €/m2","1,60 %","6,30 %","8,80 %",PUENTE VALLECAS
01/06/19,"11,9 €/m2","3,60 %","3,60 %","8,50 %",PUENTE VALLECAS
01/05/19,"11,5 €/m2","1,00 %","0,50 %","4,90 %",PUENTE VALLECAS
