mes,precio_m2,var_mensual,var_trimest,var_anual,zona
01/12/20,3.888 €/m2,"-0,40 %","-1,10 %","-1,60 %",MONCLOA
01/11/20,3.905 €/m2,"-0,10 %","0,10 %","-1,10 %",MONCLOA
01/10/20,3.909 €/m2,"-0,60 %","-0,10 %","-0,50 %",MONCLOA
01/09/20,3.931 €/m2,"0,80 %","0,70 %","0,90 %",MONCLOA
01/08/20,3.901 €/m2,"-0,30 %","-0,30 %","-0,50 %",MONCLOA
01/07/20,3.913 €/m2,"0,30 %","-0,30 %","-0,50 %",MONCLOA
01/06/20,3.903 €/m2,"-0,20 %","-1,00 %","0,00 %",MONCLOA
01/05/20,3.912 €/m2,"-0,40 %","-1,00 %","-0,70 %",MONCLOA
01/04/20,3.926 €/m2,"-0,40 %","-0,10 %","0,30 %",MONCLOA
01/03/20,3.943 €/m2,"-0,20 %","-0,20 %","0,40 %",MONCLOA
01/02/20,3.950 €/m2,"0,50 %","0,00 %","1,50 %",MONCLOA
01/01/20,3.930 €/m2,"-0,50 %","0,10 %","2,30 %",MONCLOA
01/12/19,3.950 €/m2,"0,00 %","1,40 %","3,90 %",MONCLOA
01/11/19,3.950 €/m2,"0,60 %","0,70 %","4,20 %",MONCLOA
01/10/19,3.927 €/m2,"0,80 %","-0,20 %","3,40 %",MONCLOA
01/09/19,3.897 €/m2,"-0,60 %","-0,20 %","2,60 %",MONCLOA
01/08/19,3.921 €/m2,"-0,30 %","-0,40 %","3,60 %",MONCLOA
01/07/19,3.934 €/m2,"0,80 %","0,50 %","4,80 %",MONCLOA
01/06/19,3.903 €/m2,"-0,90 %","-0,60 %","4,40 %",MONCLOA
01/05/19,3.939 €/m2,"0,70 %","1,20 %","5,50 %",MONCLOA
01/04/19,3.913 €/m2,"-0,30 %","1,80 %","5,30 %",MONCLOA
01/03/19,3.927 €/m2,"0,90 %","3,30 %","5,30 %",MONCLOA
01/02/19,3.893 €/m2,"1,30 %","2,70 %","4,20 %",MONCLOA
01/01/19,3.843 €/m2,"1,10 %","1,20 %","6,40 %",MONCLOA
01/12/18,3.802 €/m2,"0,30 %","0,10 %","7,00 %",MONCLOA
01/11/18,3.792 €/m2,"-0,10 %","0,20 %","8,40 %",MONCLOA
01/10/18,3.797 €/m2,"0,00 %","1,10 %","9,50 %",MONCLOA
01/09/18,3.796 €/m2,"0,30 %","1,50 %","10,40 %",MONCLOA
01/08/18,3.784 €/m2,"0,80 %","1,40 %","11,10 %",MONCLOA
01/07/18,3.755 €/m2,"0,40 %","1,00 %","10,50 %",MONCLOA
01/06/18,3.740 €/m2,"0,20 %","0,30 %","11,50 %",MONCLOA
01/05/18,3.732 €/m2,"0,40 %","-0,10 %","10,70 %",MONCLOA
01/04/18,3.716 €/m2,"-0,30 %","2,90 %","11,00 %",MONCLOA
01/03/18,3.729 €/m2,"-0,20 %","4,90 %","13,10 %",MONCLOA
01/02/18,3.735 €/m2,"3,40 %","6,80 %","14,50 %",MONCLOA
01/01/18,3.612 €/m2,"1,70 %","4,20 %","11,10 %",MONCLOA
01/12/17,3.553 €/m2,"1,60 %","3,30 %","11,00 %",MONCLOA
01/11/17,3.498 €/m2,"0,90 %","2,70 %","9,90 %",MONCLOA
01/10/17,3.467 €/m2,"0,90 %","2,10 %","8,70 %",MONCLOA
01/09/17,3.438 €/m2,"1,00 %","2,50 %","7,70 %",MONCLOA
01/08/17,3.405 €/m2,"0,20 %","1,00 %","7,90 %",MONCLOA
01/07/17,3.397 €/m2,"1,30 %","1,50 %","7,80 %",MONCLOA
01/06/17,3.354 €/m2,"-0,60 %","1,80 %","6,40 %",MONCLOA
01/05/17,3.373 €/m2,"0,70 %","3,40 %","6,80 %",MONCLOA
01/04/17,3.348 €/m2,"1,60 %","3,00 %","6,40 %",MONCLOA
01/03/17,3.296 €/m2,"1,00 %","3,00 %","5,10 %",MONCLOA
01/02/17,3.262 €/m2,"0,40 %","2,50 %","5,20 %",MONCLOA
01/01/17,3.250 €/m2,"1,50 %","1,90 %","5,10 %",MONCLOA
01/12/16,3.201 €/m2,"0,60 %","0,30 %","3,80 %",MONCLOA
01/11/16,3.183 €/m2,"-0,20 %","0,80 %","3,10 %",MONCLOA
01/10/16,3.190 €/m2,"-0,10 %","1,30 %","3,50 %",MONCLOA
01/09/16,3.192 €/m2,"1,10 %","1,30 %","3,90 %",MONCLOA
01/08/16,3.157 €/m2,"0,20 %","0,00 %","3,00 %",MONCLOA
01/07/16,3.151 €/m2,"0,00 %","0,10 %","2,50 %",MONCLOA
01/06/16,3.153 €/m2,"-0,10 %","0,60 %","3,00 %",MONCLOA
01/05/16,3.157 €/m2,"0,30 %","1,80 %","3,60 %",MONCLOA
01/04/16,3.147 €/m2,"0,40 %","1,80 %","4,50 %",MONCLOA
01/03/16,3.135 €/m2,"1,10 %","1,60 %","4,00 %",MONCLOA
01/02/16,3.101 €/m2,"0,30 %","0,40 %","3,70 %",MONCLOA
01/01/16,3.092 €/m2,"0,20 %","0,30 %","3,00 %",MONCLOA
01/12/15,3.084 €/m2,"-0,10 %","0,30 %","1,80 %",MONCLOA
01/11/15,3.088 €/m2,"0,20 %","0,70 %","1,60 %",MONCLOA
01/10/15,3.082 €/m2,"0,30 %","0,30 %","1,50 %",MONCLOA
01/09/15,3.074 €/m2,"0,30 %","0,50 %","1,90 %",MONCLOA
01/08/15,3.066 €/m2,"-0,20 %","0,60 %","1,80 %",MONCLOA
01/07/15,3.073 €/m2,"0,40 %","2,00 %","1,50 %",MONCLOA
01/06/15,3.059 €/m2,"0,40 %","1,50 %","1,10 %",MONCLOA
01/05/15,3.047 €/m2,"1,10 %","1,90 %","0,60 %",MONCLOA
01/04/15,3.013 €/m2,"0,00 %","0,40 %","-1,00 %",MONCLOA
01/03/15,3.013 €/m2,"0,70 %","-0,50 %","-0,80 %",MONCLOA
01/02/15,2.991 €/m2,"-0,30 %","-1,60 %","-1,60 %",MONCLOA
01/01/15,3.001 €/m2,"-0,90 %","-1,10 %","-1,70 %",MONCLOA
01/12/14,3.030 €/m2,"-0,30 %","0,50 %","-1,00 %",MONCLOA
01/11/14,3.040 €/m2,"0,20 %","1,00 %","-1,30 %",MONCLOA
01/10/14,3.035 €/m2,"0,60 %","0,20 %","-1,50 %",MONCLOA
01/09/14,3.015 €/m2,"0,10 %","-0,30 %","-1,90 %",MONCLOA
01/08/14,3.011 €/m2,"-0,60 %","-0,60 %","-1,40 %",MONCLOA
01/07/14,3.029 €/m2,"0,10 %","-0,40 %","-1,20 %",MONCLOA
01/06/14,3.025 €/m2,"-0,20 %","-0,50 %","-1,80 %",MONCLOA
01/05/14,3.030 €/m2,"-0,40 %","-0,40 %","-2,00 %",MONCLOA
01/04/14,3.042 €/m2,"0,10 %","-0,40 %","-2,00 %",MONCLOA
01/03/14,3.038 €/m2,"-0,10 %","-0,80 %","-3,50 %",MONCLOA
01/02/14,3.041 €/m2,"-0,40 %","-1,30 %","-4,40 %",MONCLOA
01/01/14,3.053 €/m2,"-0,30 %","-0,90 %","-3,80 %",MONCLOA
01/12/13,3.061 €/m2,"-0,70 %","-0,40 %","-3,90 %",MONCLOA
01/11/13,3.082 €/m2,"0,10 %","0,90 %","-4,70 %",MONCLOA
01/10/13,3.080 €/m2,"0,30 %","0,50 %","-6,80 %",MONCLOA
01/09/13,3.072 €/m2,"0,60 %","-0,20 %","-7,00 %",MONCLOA
01/08/13,3.055 €/m2,"-0,40 %","-1,20 %","-7,80 %",MONCLOA
01/07/13,3.066 €/m2,"-0,40 %","-1,20 %","-8,20 %",MONCLOA
01/06/13,3.079 €/m2,"-0,40 %","-2,30 %","-7,80 %",MONCLOA
01/05/13,3.091 €/m2,"-0,40 %","-2,90 %","-7,40 %",MONCLOA
01/04/13,3.102 €/m2,"-1,50 %","-2,20 %","-9,10 %",MONCLOA
01/03/13,3.150 €/m2,"-1,00 %","-1,20 %","-8,30 %",MONCLOA
01/02/13,3.182 €/m2,"0,30 %","-1,60 %","-7,60 %",MONCLOA
01/01/13,3.173 €/m2,"-0,40 %","-4,00 %","-8,80 %",MONCLOA
01/12/12,3.187 €/m2,"-1,50 %","-3,50 %","-8,60 %",MONCLOA
01/11/12,3.234 €/m2,"-2,10 %","-2,30 %","-8,70 %",MONCLOA
01/10/12,3.304 €/m2,"0,10 %","-1,10 %","-6,60 %",MONCLOA
01/09/12,3.302 €/m2,"-0,30 %","-1,10 %","-6,90 %",MONCLOA
01/08/12,3.312 €/m2,"-0,80 %","-0,70 %","-6,30 %",MONCLOA
01/07/12,3.339 €/m2,"0,00 %","-2,20 %","-6,50 %",MONCLOA
01/06/12,3.339 €/m2,"0,00 %","-2,80 %","-6,80 %",MONCLOA
01/05/12,3.337 €/m2,"-2,20 %","-3,10 %","-8,20 %",MONCLOA
01/04/12,3.413 €/m2,"-0,60 %","-1,80 %","-6,30 %",MONCLOA
01/03/12,3.434 €/m2,"-0,30 %","-1,50 %","-6,80 %",MONCLOA
01/06/23,2.784 €/m2,"1,40 %","4,50 %","4,70 %",MORATALAZ
01/05/23,2.744 €/m2,"2,10 %","3,80 %","3,20 %",MORATALAZ
01/04/23,2.687 €/m2,"0,80 %","1,30 %","1,10 %",MORATALAZ
01/03/23,2.665 €/m2,"0,80 %","-0,20 %","3,80 %",MORATALAZ
01/02/23,2.643 €/m2,"-0,40 %","-1,20 %","1,80 %",MORATALAZ
01/01/23,2.654 €/m2,"-0,60 %","-0,70 %","3,60 %",MORATALAZ
01/12/22,2.670 €/m2,"-0,20 %","-0,90 %","4,90 %",MORATALAZ
01/11/22,2.675 €/m2,"0,10 %","-0,90 %","6,50 %",MORATALAZ
01/10/22,2.672 €/m2,"-0,90 %","0,70 %","6,90 %",MORATALAZ
01/09/22,2.695 €/m2,"-0,10 %","1,40 %","4,90 %",MORATALAZ
01/08/22,2.699 €/m2,"1,70 %","1,50 %","5,10 %",MORATALAZ
01/07/22,2.653 €/m2,"-0,20 %","-0,20 %","2,90 %",MORATALAZ
01/06/22,2.658 €/m2,"0,00 %","3,50 %","2,90 %",MORATALAZ
01/05/22,2.659 €/m2,"0,00 %","2,40 %","4,10 %",MORATALAZ
01/04/22,2.659 €/m2,"3,50 %","3,80 %","4,90 %",MORATALAZ
01/03/22,2.568 €/m2,"-1,10 %","0,90 %","0,20 %",MORATALAZ
01/02/22,2.597 €/m2,"1,40 %","3,30 %","1,60 %",MORATALAZ
01/01/22,2.561 €/m2,"0,60 %","2,40 %","0,50 %",MORATALAZ
01/12/21,2.545 €/m2,"1,30 %","-1,00 %","0,00 %",MORATALAZ
01/11/21,2.513 €/m2,"0,50 %","-2,10 %","-0,60 %",MORATALAZ
01/10/21,2.500 €/m2,"-2,70 %","-3,10 %","0,00 %",MORATALAZ
01/09/21,2.570 €/m2,"0,10 %","-0,50 %","3,80 %",MORATALAZ
01/08/21,2.568 €/m2,"-0,40 %","0,50 %","4,00 %",MORATALAZ
01/07/21,2.579 €/m2,"-0,20 %","1,80 %","3,20 %",MORATALAZ
01/06/21,2.583 €/m2,"1,10 %","0,80 %","1,20 %",MORATALAZ
01/05/21,2.554 €/m2,"0,80 %","-0,10 %","-0,40 %",MORATALAZ
01/04/21,2.534 €/m2,"-1,10 %","-0,60 %","-0,30 %",MORATALAZ
01/03/21,2.564 €/m2,"0,30 %","0,70 %","3,00 %",MORATALAZ
01/02/21,2.556 €/m2,"0,30 %","1,10 %","2,20 %",MORATALAZ
01/01/21,2.549 €/m2,"0,10 %","2,00 %","2,00 %",MORATALAZ
01/12/20,2.545 €/m2,"0,70 %","2,80 %","1,20 %",MORATALAZ
01/11/20,2.528 €/m2,"1,20 %","2,30 %","-1,10 %",MORATALAZ
01/10/20,2.499 €/m2,"1,00 %","0,00 %","-2,90 %",MORATALAZ
01/09/20,2.475 €/m2,"0,20 %","-3,10 %","-5,40 %",MORATALAZ
01/08/20,2.471 €/m2,"-1,20 %","-3,60 %","-4,60 %",MORATALAZ
01/07/20,2.500 €/m2,"-2,10 %","-1,70 %","-4,20 %",MORATALAZ
01/06/20,2.554 €/m2,"-0,40 %","2,60 %","-1,50 %",MORATALAZ
01/05/20,2.564 €/m2,"0,80 %","2,50 %","2,10 %",MORATALAZ
01/04/20,2.542 €/m2,"2,10 %","1,70 %","2,20 %",MORATALAZ
01/03/20,2.490 €/m2,"-0,40 %","-1,00 %","0,20 %",MORATALAZ
01/02/20,2.500 €/m2,"0,00 %","-2,20 %","0,00 %",MORATALAZ
01/01/20,2.500 €/m2,"-0,60 %","-2,90 %","0,70 %",MORATALAZ
01/12/19,2.515 €/m2,"-1,60 %","-3,90 %","1,70 %",MORATALAZ
01/11/19,2.557 €/m2,"-0,60 %","-1,30 %","3,70 %",MORATALAZ
01/10/19,2.574 €/m2,"-1,70 %","-1,30 %","5,40 %",MORATALAZ
01/09/19,2.617 €/m2,"1,00 %","1,00 %","8,30 %",MORATALAZ
01/08/19,2.590 €/m2,"-0,70 %","3,20 %","7,30 %",MORATALAZ
01/07/19,2.608 €/m2,"0,60 %","4,80 %","10,60 %",MORATALAZ
01/06/19,2.592 €/m2,"3,30 %","4,30 %","9,50 %",MORATALAZ
01/05/19,2.510 €/m2,"0,90 %","0,40 %","6,00 %",MORATALAZ
01/04/19,2.489 €/m2,"0,20 %","0,20 %","8,70 %",MORATALAZ
01/03/19,2.484 €/m2,"-0,60 %","0,50 %","11,60 %",MORATALAZ
01/02/19,2.500 €/m2,"0,70 %","1,30 %","10,40 %",MORATALAZ
01/01/19,2.483 €/m2,"0,40 %","1,70 %","8,40 %",MORATALAZ
01/12/18,2.473 €/m2,"0,20 %","2,30 %","10,70 %",MORATALAZ
01/11/18,2.467 €/m2,"1,00 %","2,20 %","14,50 %",MORATALAZ
01/10/18,2.442 €/m2,"1,10 %","3,50 %","16,10 %",MORATALAZ
01/09/18,2.416 €/m2,"0,10 %","2,10 %","17,50 %",MORATALAZ
01/08/18,2.414 €/m2,"2,40 %","1,90 %","16,30 %",MORATALAZ
01/07/18,2.358 €/m2,"-0,40 %","3,00 %","10,20 %",MORATALAZ
01/06/18,2.367 €/m2,"0,00 %","6,30 %","10,00 %",MORATALAZ
01/05/18,2.368 €/m2,"3,40 %","4,60 %","14,80 %",MORATALAZ
01/04/18,2.290 €/m2,"2,80 %","-0,10 %","14,10 %",MORATALAZ
01/03/18,2.226 €/m2,"-1,60 %","-0,30 %","13,00 %",MORATALAZ
01/02/18,2.264 €/m2,"-1,20 %","5,10 %","12,80 %",MORATALAZ
01/01/18,2.292 €/m2,"2,60 %","8,90 %","13,80 %",MORATALAZ
01/12/17,2.234 €/m2,"3,70 %","8,70 %","8,80 %",MORATALAZ
01/11/17,2.155 €/m2,"2,40 %","3,80 %","4,60 %",MORATALAZ
01/10/17,2.104 €/m2,"2,30 %","-1,70 %","5,10 %",MORATALAZ
01/09/17,2.056 €/m2,"-1,00 %","-4,50 %","3,40 %",MORATALAZ
01/08/17,2.076 €/m2,"-3,00 %","0,70 %","4,30 %",MORATALAZ
01/07/17,2.140 €/m2,"-0,60 %","6,70 %","8,80 %",MORATALAZ
01/06/17,2.152 €/m2,"4,40 %","9,30 %","8,00 %",MORATALAZ
01/05/17,2.062 €/m2,"2,80 %","2,80 %","3,60 %",MORATALAZ
01/04/17,2.007 €/m2,"1,90 %","-0,40 %","3,50 %",MORATALAZ
01/03/17,1.970 €/m2,"-1,80 %","-4,10 %","2,70 %",MORATALAZ
01/02/17,2.007 €/m2,"-0,40 %","-2,50 %","4,80 %",MORATALAZ
01/01/17,2.014 €/m2,"-1,90 %","0,60 %","2,40 %",MORATALAZ
01/12/16,2.054 €/m2,"-0,30 %","3,30 %","6,40 %",MORATALAZ
01/11/16,2.059 €/m2,"2,80 %","3,40 %","5,60 %",MORATALAZ
01/10/16,2.003 €/m2,"0,80 %","1,80 %","2,70 %",MORATALAZ
01/09/16,1.988 €/m2,"-0,20 %","-0,30 %","3,10 %",MORATALAZ
01/08/16,1.991 €/m2,"1,10 %","0,00 %","4,30 %",MORATALAZ
01/07/16,1.968 €/m2,"-1,30 %","1,50 %","2,70 %",MORATALAZ
01/06/16,1.993 €/m2,"0,10 %","3,90 %","4,10 %",MORATALAZ
01/05/16,1.991 €/m2,"2,70 %","4,00 %","4,00 %",MORATALAZ
01/04/16,1.940 €/m2,"1,10 %","-1,40 %","-0,10 %",MORATALAZ
01/03/16,1.919 €/m2,"0,20 %","-0,60 %","-0,20 %",MORATALAZ
01/02/16,1.915 €/m2,"-2,60 %","-1,80 %","-1,10 %",MORATALAZ
01/01/16,1.967 €/m2,"1,90 %","0,80 %","2,10 %",MORATALAZ
01/12/15,1.930 €/m2,"-1,00 %","0,10 %","0,20 %",MORATALAZ
01/11/15,1.950 €/m2,"0,00 %","2,20 %","1,30 %",MORATALAZ
01/10/15,1.950 €/m2,"1,10 %","1,80 %","0,90 %",MORATALAZ
01/09/15,1.928 €/m2,"1,10 %","0,70 %","-2,60 %",MORATALAZ
01/08/15,1.908 €/m2,"-0,40 %","-0,30 %","0,30 %",MORATALAZ
01/07/15,1.916 €/m2,"0,10 %","-1,40 %","0,50 %",MORATALAZ
01/06/15,1.915 €/m2,"0,00 %","-0,40 %","-0,60 %",MORATALAZ
01/05/15,1.914 €/m2,"-1,40 %","-1,20 %","-3,30 %",MORATALAZ
01/04/15,1.942 €/m2,"1,10 %","0,90 %","-1,40 %",MORATALAZ
01/03/15,1.922 €/m2,"-0,70 %","-0,30 %","-1,30 %",MORATALAZ
01/02/15,1.937 €/m2,"0,60 %","0,60 %","0,80 %",MORATALAZ
01/01/15,1.926 €/m2,"-0,10 %","-0,40 %","1,20 %",MORATALAZ
01/12/14,1.927 €/m2,"0,10 %","-2,70 %","0,20 %",MORATALAZ
01/11/14,1.925 €/m2,"-0,40 %","1,20 %","2,30 %",MORATALAZ
01/10/14,1.933 €/m2,"-2,40 %","1,40 %","3,20 %",MORATALAZ
01/09/14,1.980 €/m2,"4,10 %","2,80 %","4,40 %",MORATALAZ
01/08/14,1.901 €/m2,"-0,30 %","-4,00 %","-0,40 %",MORATALAZ
01/07/14,1.907 €/m2,"-1,00 %","-3,30 %","-4,80 %",MORATALAZ
01/06/14,1.927 €/m2,"-2,70 %","-1,10 %","-3,80 %",MORATALAZ
01/05/14,1.980 €/m2,"0,50 %","3,00 %","-1,60 %",MORATALAZ
01/04/14,1.971 €/m2,"1,20 %","3,60 %","-1,00 %",MORATALAZ
01/03/14,1.948 €/m2,"1,30 %","1,30 %","-2,70 %",MORATALAZ
01/02/14,1.922 €/m2,"1,00 %","2,20 %","-3,30 %",MORATALAZ
01/01/14,1.902 €/m2,"-1,10 %","1,60 %","-5,00 %",MORATALAZ
01/12/13,1.923 €/m2,"2,20 %","1,40 %","-6,10 %",MORATALAZ
01/11/13,1.881 €/m2,"0,40 %","-1,50 %","-9,50 %",MORATALAZ
01/10/13,1.873 €/m2,"-1,20 %","-6,40 %","-12,10 %",MORATALAZ
01/09/13,1.896 €/m2,"-0,70 %","-5,30 %","-11,00 %",MORATALAZ
01/08/13,1.909 €/m2,"-4,60 %","-5,10 %","-11,00 %",MORATALAZ
01/07/13,2.002 €/m2,"0,00 %","0,60 %","-8,80 %",MORATALAZ
01/06/13,2.002 €/m2,"-0,50 %","0,00 %","-10,60 %",MORATALAZ
01/05/13,2.012 €/m2,"1,10 %","1,30 %","-10,70 %",MORATALAZ
01/04/13,1.991 €/m2,"-0,60 %","-0,50 %","-11,70 %",MORATALAZ
01/03/13,2.002 €/m2,"0,80 %","-2,20 %","-13,20 %",MORATALAZ
01/02/13,1.987 €/m2,"-0,70 %","-4,40 %","-14,10 %",MORATALAZ
01/01/13,2.002 €/m2,"-2,20 %","-6,00 %","-13,80 %",MORATALAZ
01/12/12,2.047 €/m2,"-1,50 %","-3,90 %","-10,70 %",MORATALAZ
01/11/12,2.079 €/m2,"-2,40 %","-3,10 %","-11,50 %",MORATALAZ
01/10/12,2.131 €/m2,"0,00 %","-3,00 %","-10,00 %",MORATALAZ
01/09/12,2.131 €/m2,"-0,70 %","-4,90 %","-12,10 %",MORATALAZ
01/08/12,2.145 €/m2,"-2,30 %","-4,80 %","-13,60 %",MORATALAZ
01/07/12,2.196 €/m2,"-2,00 %","-2,60 %","-12,20 %",MORATALAZ
01/06/12,2.240 €/m2,"-0,60 %","-2,90 %","-10,40 %",MORATALAZ
01/05/12,2.254 €/m2,"0,00 %","-2,60 %","-11,40 %",MORATALAZ
01/04/12,2.255 €/m2,"-2,20 %","-2,80 %","-12,20 %",MORATALAZ
01/03/12,2.307 €/m2,"-0,30 %","0,60 %","-12,10 %",MORATALAZ
01/06/23,2.182 €/m2,"0,50 %","3,90 %","5,40 %",PUENTE VALLECAS
01/05/23,2.172 €/m2,"1,70 %","3,10 %","7,60 %",PUENTE VALLECAS
01/04/23,2.136 €/m2,"1,70 %","1,10 %","7,40 %",PUENTE VALLECAS
01/03/23,2.100 €/m2,"-0,30 %","-0,90 %","7,70 %",PUENTE VALLECAS
01/02/23,2.107 €/m2,"-0,20 %","-0,70 %","8,60 %",PUENTE VALLECAS
01/01/23,2.112 €/m2,"-0,40 %","-0,90 %","8,80 %",PUENTE VALLECAS
01/12/22,2.120 €/m2,"-0,10 %","-1,30 %","10,00 %",PUENTE VALLECAS
01/11/22,2.123 €/m2,"-0,30 %","-1,00 %","10,40 %",PUENTE VALLECAS
01/10/22,2.130 €/m2,"-0,80 %","0,60 %","10,90 %",PUENTE VALLECAS
01/09/22,2.148 €/m2,"0,20 %","3,70 %","11,80 %",PUENTE VALLECAS
01/08/22,2.144 €/m2,"1,30 %","6,20 %","12,10 %",PUENTE VALLECAS
01/07/22,2.117 €/m2,"2,20 %","6,50 %","10,80 %",PUENTE VALLECAS
01/06/22,2.071 €/m2,"2,60 %","6,20 %","7,80 %",PUENTE VALLECAS
01/05/22,2.019 €/m2,"1,50 %","4,00 %","5,80 %",PUENTE VALLECAS
01/04/22,1.988 €/m2,"2,00 %","2,40 %","5,90 %",PUENTE VALLECAS
01/03/22,1.950 €/m2,"0,50 %","1,20 %","4,30 %",PUENTE VALLECAS
01/02/22,1.941 €/m2,"0,00 %","1,00 %","3,50 %",PUENTE VALLECAS
01/01/22,1.941 €/m2,"0,70 %","1,00 %","4,20 %",PUENTE VALLECAS
01/12/21,1.928 €/m2,"0,30 %","0,30 %","2,70 %",PUENTE VALLECAS
01/11/21,1.923 €/m2,"0,10 %","0,60 %","2,30 %",PUENTE VALLECAS
01/10/21,1.921 €/m2,"0,00 %","0,50 %","1,70 %",PUENTE VALLECAS
01/09/21,1.922 €/m2,"0,50 %","0,10 %","1,70 %",PUENTE VALLECAS
01/08/21,1.912 €/m2,"0,00 %","0,20 %","0,90 %",PUENTE VALLECAS
01/07/21,1.911 €/m2,"-0,50 %","1,80 %","0,10 %",PUENTE VALLECAS
01/06/21,1.921 €/m2,"0,60 %","2,70 %","-0,20 %",PUENTE VALLECAS
01/05/21,1.909 €/m2,"1,70 %","1,80 %","-1,80 %",PUENTE VALLECAS
01/04/21,1.877 €/m2,"0,40 %","0,70 %","-2,90 %",PUENTE VALLECAS
01/03/21,1.869 €/m2,"-0,30 %","-0,40 %","-3,60 %",PUENTE VALLECAS
01/02/21,1.875 €/m2,"0,60 %","-0,20 %","-3,50 %",PUENTE VALLECAS
01/01/21,1.863 €/m2,"-0,80 %","-1,40 %","-4,50 %",PUENTE VALLECAS
01/12/20,1.877 €/m2,"-0,10 %","-0,60 %","-4,80 %",PUENTE VALLECAS
01/11/20,1.879 €/m2,"-0,60 %","-0,80 %","-4,80 %",PUENTE VALLECAS
01/10/20,1.890 €/m2,"0,00 %","-1,00 %","-4,00 %",PUENTE VALLECAS
01/09/20,1.890 €/m2,"-0,20 %","-1,80 %","-3,10 %",PUENTE VALLECAS
01/08/20,1.894 €/m2,"-0,80 %","-2,60 %","-1,60 %",PUENTE VALLECAS
01/07/20,1.909 €/m2,"-0,80 %","-1,20 %","-0,60 %",PUENTE VALLECAS
01/06/20,1.925 €/m2,"-1,00 %","-0,70 %","0,70 %",PUENTE VALLECAS
01/05/20,1.944 €/m2,"0,60 %","0,00 %","1,60 %",PUENTE VALLECAS
01/04/20,1.932 €/m2,"-0,30 %","-0,90 %","2,00 %",PUENTE VALLECAS
01/03/20,1.939 €/m2,"-0,20 %","-1,60 %","2,90 %",PUENTE VALLECAS
01/02/20,1.944 €/m2,"-0,40 %","-1,60 %","3,30 %",PUENTE VALLECAS
01/01/20,1.951 €/m2,"-1,10 %","-0,90 %","3,90 %",PUENTE VALLECAS
01/12/19,1.971 €/m2,"-0,20 %","1,10 %","6,70 %",PUENTE VALLECAS
01/11/19,1.975 €/m2,"0,30 %","2,60 %","7,80 %",PUENTE VALLECAS
01/10/19,1.968 €/m2,"1,00 %","2,50 %","8,30 %",PUENTE VALLECAS
01/09/19,1.949 €/m2,"1,20 %","1,90 %","8,30 %",PUENTE VALLECAS
01/08/19,1.925 €/m2,"0,30 %","0,70 %","6,90 %",PUENTE VALLECAS
01/07/19,1.919 €/m2,"0,40 %","1,30 %","7,50 %",PUENTE VALLECAS
01/06/19,1.912 €/m2,"0,00 %","1,40 %","9,80 %",PUENTE VALLECAS
01/05/19,1.913 €/m2,"1,00 %","1,60 %","11,10 %",PUENTE VALLECAS
01/04/19,1.894 €/m2,"0,50 %","0,90 %","12,90 %",PUENTE VALLECAS
01/03/19,1.885 €/m2,"0,10 %","2,00 %","15,50 %",PUENTE VALLECAS
01/02/19,1.882 €/m2,"0,30 %","2,80 %","18,50 %",PUENTE VALLECAS
01/01/19,1.876 €/m2,"1,50 %","3,30 %","22,20 %",PUENTE VALLECAS
01/12/18,1.848 €/m2,"0,90 %","2,70 %","22,70 %",PUENTE VALLECAS
01/11/18,1.831 €/m2,"0,80 %","1,60 %","21,00 %",PUENTE VALLECAS
01/10/18,1.817 €/m2,"0,90 %","1,80 %","19,40 %",PUENTE VALLECAS
01/09/18,1.800 €/m2,"-0,10 %","3,40 %","21,20 %",PUENTE VALLECAS
01/08/18,1.802 €/m2,"1,00 %","4,70 %","22,40 %",PUENTE VALLECAS
01/07/18,1.785 €/m2,"2,50 %","6,40 %","22,20 %",PUENTE VALLECAS
01/06/18,1.741 €/m2,"1,10 %","6,70 %","21,20 %",PUENTE VALLECAS
01/05/18,1.722 €/m2,"2,60 %","8,40 %","21,20 %",PUENTE VALLECAS
01/04/18,1.678 €/m2,"2,80 %","9,20 %","22,10 %",PUENTE VALLECAS
01/03/18,1.633 €/m2,"2,80 %","8,40 %","19,10 %",PUENTE VALLECAS
01/02/18,1.589 €/m2,"3,40 %","5,00 %","14,20 %",PUENTE VALLECAS
01/01/18,1.536 €/m2,"1,90 %","1,00 %","12,60 %",PUENTE VALLECAS
01/12/17,1.507 €/m2,"-0,40 %","1,40 %","11,30 %",PUENTE VALLECAS
01/11/17,1.513 €/m2,"-0,50 %","2,80 %","11,60 %",PUENTE VALLECAS
01/10/17,1.521 €/m2,"2,40 %","4,20 %","10,50 %",PUENTE VALLECAS
01/09/17,1.485 €/m2,"0,90 %","3,40 %","9,10 %",PUENTE VALLECAS
01/08/17,1.472 €/m2,"0,80 %","3,70 %","9,20 %",PUENTE VALLECAS
01/07/17,1.460 €/m2,"1,60 %","6,20 %","8,40 %",PUENTE VALLECAS
01/06/17,1.436 €/m2,"1,20 %","4,80 %","6,00 %",PUENTE VALLECAS
01/05/17,1.420 €/m2,"3,30 %","2,00 %","6,00 %",PUENTE VALLECAS
01/04/17,1.375 €/m2,"0,20 %","0,80 %","2,50 %",PUENTE VALLECAS
01/03/17,1.371 €/m2,"-1,50 %","1,30 %","1,10 %",PUENTE VALLECAS
01/02/17,1.392 €/m2,"2,00 %","2,60 %","1,80 %",PUENTE VALLECAS
